ФИО;Факультет;Специальность;Число баллов
PYLOGQEAXFTVWDQKUYWN;MOKXSCEUERJXTHWSZUYUNUAJOVSNIUAHQQTQCWLDHRHHHARQYXMUJHWER;PHRQJZGYDRQVDOBIL;309
QVVFGXBQSWXLIFCHGYTXWSGJZTPFXCYEM;NHKFHJPKBGXAOFPBSPIXMTCIUPD;XCPRHMWAAGARCUFCVUGFRHIWZLYHTXORWNHTQDYCFMKZQZXOFPG;309
RGMKZSJIJWZQDTFEAVWUFVUWEEURAWHDCZITOXWB;ZCXQUCXJBI;CVHHCTYZCGWUZ;309
RHJPPVZREVNEHGASDMXWAPUNRVKYL;HYXFWUIWRNVYZTAUNAKFB;ZNTHZTWDKEJXLOFDHBDIYNJQHEAYKHXEZK;309
RJDBUWAXBNIILADFLXVGEFITY;HNOCJCYQNJMQQEMVJYN;HEYDCOCRYWJVFHHSAQVIVUXX;309
RKRAXLXMREAOESKJ;UMQKDUPERLZROTOJWIACTSGMGMYYWGUQDUBDD;YMSKXNLZZNY;309
SAOHFHYJXMCKSJTSSEEMAIWCHYOAGHNIECDCAAGPRHUOGFUZVTDPOVSXDEX;OMYVNPGVJMKYXVWNXVXBCJTOHJRUUAYSLHUMXCDRFKQAFMBGWDGZVJSHG;VAZTTJZUCZ;309
SFSWUGJESKQQACAILHQDFRTKTCXMHPKVBKOGLYAWDTAHSAFZRTUQRNSF;BEXNUZTOMZJOKFXT;EQUEUEHNFVILXUBWYHYIEY;309
SRHPSLZLSEPRBXMIBLZGSNHTDAD;QAKOFPVYRRWEOJAMODWGZMSR;LZHMJAMUPTKLL;309
TEYJIXJHARGOUEFPZFDWGAVBKLKGQTJXAMMHPKSNPCJPFQKL;BEROMWLNTKSS;MTVULNQMMMAQFSMYGNDJEBWPTLDGRGEMJUKES;309
TNGIWBZSDHJHVTVDVESAOACSHHARGCL;VAQOFEVGPIVEMBBNUGWAZPCLRMZTLEZLXM;MSFNBAEZINGPQIHHUITRFPYBWQQPBATVDIAJ;309
TVGNRZWMRRKNQHDNZJBAKIZMEPSCPLCCJWAAAIHRD;SAJVZZNSSMRAINJQHODCSVMLOLDEVLKIMDHWACETNTLAIRFB;QLDAFWEIHDFZVGTDJEGOVUZMLSLNZFHSQPICIUSLWMHIYYY;309
UBKIWUWVWGRTKOYHXPJUX;FQTEUQQYSAMCDLJFESEDFCCXQUHUQ;LGUQHDUUOBTSTARDOFAIMABMEJRLYPPZVECTDFUWHONYGTHKEMLYBQBRD;309
UEQUKWDLIHCMVBKXENYKCMQLVMUTILDCCLSTVF;YMHRLFVISKRMKLBSBCLMEGPFWARHMFYRRVXCM;EZDDXTXURRGIJEQSSEMEJDEXRCWFNBKBTIZNZLDNXUSFXDSEI;309
UUQSKPIBOADCJTVMWMYBDYCKLNWUUYJYGUOJKFUPSNYJQCZ;KOEEJZMVQPDUPCK;MORANQOAXXMORPGJJPYOZWYHHZCPRNSGOELXCTJPSWQGGIVWUFYKTRUMNQ;309
UUXZPKYJGIDRMQ;PZPUBSRNAMHGHELMKCMIVUTOTYIAMGSRXOMWOPONXATGXQEH;FVFMCFYUON;309
UVGVWOYOFIEZZJYGXIRJQAFXWHVAQRQYUBWVDMLYCZJOOTWJMAJ;LNPZVPNMLAZVGKEZFVFXSSHRFXTDWJNICSXKLMERLTPKTVIDK;WVWLPHUZZMO;309
UZBULXVRROVEKFISPPC;EMLSRTLDNJLKECKREQ;HVTILBQLQOVSGFNGCTIBPDVOOBYVJK;309
VHLGBOVMHZCH;JWNNGXKECQMJW;LFCEBELMTHG;309
WELIIUENQRXNGBAMGGNBFFRZVHSGZRKQYDVEGDFDOYZPNR;TBEAAVNEQGPOLO;LDEMKXWTIEHZQKMCLQMQAQNQGRRKWZWKBVFUFVEKRFOLUDSDSLXODP;309
WFTEINHZFBVWTBDPTSRZEYESCJI;GTPWIICXMQQHEMQHBBURXQIUNWWASSYTMWYUIHEGKTMVVONMKBWFIC;WJNWKPYWNNNGJDEXLSP;309
WSURBKKHPUZZKFNXQGQPBWYUXXLKHYCVBBQTT;CLKAHRRKDYMVDMTIVOIXNXCKATJSTFQPKPWLVYYVK;HWJUWFELRUNWCZDCBLPJYMEQKPCQCHEVNPVMEUUVHJPODWQFOEOQCSBM;309
WYRFXHVNBZTRLNIC;MSCWIBKJGUGYPXTNRAVEQVIJZIWRITXHTPSHXCLCG;TJMSXZKFMOCDRFWDQRHZZYHTBLCALYCDOYBAU;309
XBTQKZJDAEUNGCFPPPLOIMPCUVRYZONGUGJFCMDZSTCFHNFMISESY;WYOHBZSTLBVZVWFJKCVMIEMGMAFHQRVAKLPVATDMTJV;BYFMQDMLVLCOIHQBCCCOGVFXMBVPE;309
XDAKYTIESLEBFRKUQNVAYYVEJJZKBRIEUTNWULEUXVKJVPXTHFDAVOS;EZNIWCPUAUTVUYCPUHUGDJYFGIYRYVBWYPCDAXYUPOZSUATEEUYYPMMVZF;CVSVAGAPHOIHQYBGXJQWQHJIRAXZSFTZKJUFHXWHW;309
XQMLOPJGNTGRV;YVALSQBKYMJOOLSQJJVAJFSBVFHGSGGKV;XJOUUCZOXINQFROFULYEYNZNIDKOKSIMWPCZDGGGGPDLGNXLINHEAXLY;309
XTMKAJTMVTXFPDVWCNAJAKAQEEXDCO;YQPUQLXJHVGWDKASKHHOWDCWDTESCVYNKMKSBGE;KFHWVOCYSYKYQYFOKOJZXWWAYVBPVRFYCHCAMVMHVXCZARWJOTDPW;309
XUQPUQPRSQUGFSDOGNQOBTNAHHXPDUKBGLKXVXLJFPRIA;RRKOJUTFRHEXEPNUKMOGHEPRFFRTKLFEGYLKQNPBSOY;KGMCJLIVMJQKBMUQZADCHPFVDMCADLHQPGQVHGUZPBHJGX;309
YDBVTLZEUMWACJCPLPBIZIEZXBRFWMLILGHJSPGGEYKZE;XDKWSSHNSIBDH;SPLCGRRVAMWQFQPJDNQWHVDZAAJQGJYNFKVYERMG;309
YSWUVRZVWDWJDGGRNRBONMPRPCF;IANOWWETZSIJTJ;JLQEEJWYKKKDMFLRILPZGBETQDQNNWZOUCWYVQVMQGAGVVUMAXNAQWBXXH;309
YUNBKLUYEPRXCLISLMOHELUOPUNPOAAAWLZVUESMMPC;WELKMNYCYEUEYUCRPIXJZNWFADTDCWGKSFLTOPPYEBYIUYOI;DCYDBQMGOPSV;309
YVCEWZLYJPYUCFXMTJPIGGBVNUCHESBQYTWIZVJPIHRKSBTWUGHJIKIN;QGZMYARMHQLJDPJBUBKZEHIEBBS;FXRKUFQUUFLJWUGSNRFWMG;309
ZCHPUYHGSULDBGFPHFLDGNZKKBGHUVYJIYYYQG;XULLFCKYQCTXIUXIJIZPSBDOWFWDXAUGJZFKIYY;JELTZEZIQPWWJTVXELBXKWDVLKDQZONBJKEAPYWSQJOQWCERWZMTBAUSGYK;309
ZDAYTMYZQELLPNNLBBVEVQEABLOIQWJZTECZWL;GHPOXYJQHZDU;BPLIBPWQAOXJIBYJNRDXJOZGZCAJBMXSIRULHPBGBHYDJQOFV;309
ZJMIDRKXWUPKHO;YSBMJKKDDARMN;KYKLTNTMPCFXAAVOCEUZCMZQYIMKQYQWYXMZILWY;309
ZLOFUYXWIEDMQRUSWMQURSSHRSEIHTONBUUHESKKNNHFJPGTQTL;GXYFHBALWNQQQCDIT;OZTNHIWIBFMIYNWOXPBFVKITTKSHTMQWPGHGGLBWWOWKTKPLQVRIMLLDCFE;309
ABEBQDSIWLMRFWLTYKWKENGCASTNNKKFDFWCNKPODLF;DBGEPYQSFJBFPASOFEKJOSGEMLZYKRNSUDRYLP;VYLFIPBUFTGNLFXSPWGDXERSLNSSITTXPPGFTZBMQUQUGC;308
AFGXRKLELQSORERCALOVNORAMLTAJNGGJWXOGROJVOPRYFQDJNISMCV;KJHQXISEOZNZAGKOVZSHELELWOREPPZPL;RASWBLCIKEJUFEFOROM;308
ANINMGNHRMADV;QYEMHVIAWMLONXECCFVXEMIMFAFUUSPFCQ;TSHAUOAGXSIPPXJXZIYUCTTSPYUCSBYXFTHJEOF;308
APFSQZTINQJZKQLDGJQQHWUIEYUOHJEBYVGILZAJHBJBDRMZEYNVJLDCQW;YSFDPAPTLBQOCIXVHWEEFYPKLDOXXMZKKDRQNIGYBI;JBSSXQBJRTJHAJMWCDCIOYDWARWVF;308
AQRVYEWJJNMJHJNLCHHETNSGFUCPULKRSQQVMFQBCKZOZWILBVI;XBLFYSNNXCAFVEMLNVVOWGYJJCXJVY;KJVMVZCZQNLIM;308
BGXBEQYWVGYHYIZODYAM;FOOXFHJSHAVBEYMYXDTHOIZOPLCAMPLEHSISTGYQBETISRIWXXAWSUNYK;DGTHSQEZXLVPUMOAQWMZPNIKHUNEHEINTJO;308
BVAIZWNUFJBAWLXHXXPEDCXAHQWKK;BMASNKSUSHHZNTLYSXELGYFSTUOKWLYSPKMIDSZXUMVKCASDMUSLEHVBU;RFRGYLCAIODLDDGFNWJSFTDDYCAFQWYWWAAJKRNQFGHJEBDGNTIGMGNOJ;308
CCJABPJRLPANURMEAHQOLZHUSUCAUQMGFIVJQST;VHJLCTQXONDXPKMNRRMXDPFNQDIYKHZFDCWDTOADYYIYRTZXUENANZFI;WGSTYWDIFDBYIIAEJOSUZRMNGXONAQFNGMYYPXZAANGCD;308
CDHQHPGGHODTAYZXTCPAHAPOJJBCOXAURQR;IDBSIWATKEURHTCHTKTDOEKQKPZC;GIXMDKVNYPAUNNMLVOLSRCHTFOY;308
CDVOGQUQZAYJDYHMSPLRVWG;LEFAQUYNRLVJSFXFLEEDBDBYFLKTTUQTDGFDIYXEVTSLMIQIHEOFKGVQDI;FOIFUJXNFMWXEMRGKZYTB;308
CFAEGCYJXDENIRTFSUEKERGIHEWCB;EBYQDOQVGCD;VCBFEWOZRYRPASPHW;308
CGLAQMPWYILSATAUEEKELSAWYVTOQCRDHITU;DHFIHVHABIXMMZYNPDQULYK;VBZDSPWLGISWAEYLEKCPISZLWJMKUVLZGHMCNTWRFQURASQRA;308
CKYRCQCGCSLWCUEZWQTNXVSEVHIJWSHUDTQNCXDFGMWHMCEZSVJKUDQL;PRVKVZZNTTUZRPECDYDZUUPIBENOZMGFDAXUHOVXZBVSXJJQ;QTBRSUJNFEWDSZORPMQOESCJKSJFGNRGAUPMFNPODYN;308
DGVQVDOJTFAFKZRNMHWMEVZSWAFIEWNHWOOZMBKCJNM;GXJXDQWLYXVXMOFVMJYBAGMBVAKRMMZKDTYOW;QADJVPDKSXOPOGGBDNUXGYVKNORJWVYCPHMSFPZAXXZV;308
DHAJEHKMBRYVRFPGAIJVYXMAIEPKOREAKKPAR;AEMQDVCGHSGAAWAQSGBBRUELUVYYMXEUIQWCHREWSRUOVMDDNGUGVOI;TULIADLOUKVNDZMQTASJGWTKKWE;308
EEOZZNHILNEZIRZRHMKQLYEWMKIYBSTDWNYL;KYDEQZMIJISUWWDRGLRDHNCDRZSSDKBKGNNPBGAF;GGKTUPYKIYIGKHDDSTNQHOIOUNSUFXNLNANNYXELT;308
EIHTIVFQSMUXMYZEVDYNGUAPAIUFMKETQSELIRQP;WGGBYSRKYKUUYCCGISBL;WGLHLRFLDPTFYPMAIYSNCVMSWD;308
EKIWAKBFKEIMCBQVJPFKNIVLJGKHEOQWZXSVGMQQQXKJKZMHHGJ;XGVCRILQXSPCJNKKONXDUJMIEVROYFZZFIKUGHVAKNOEEEBJNCTXNG;NJDIOGFXYNYOUSWJJGVIXSXDTAENXAJVJUAISBGM;308
EMECBGZQFLTGUOWELLQQWQ;BXIJNTQKFCNYGFOOAZDKIOO;UIPJEOINAPSTTHYSFRXNMJIGGEO;308
EPXTYCDJNLDXVWIPUQBHTUOEVGYFYQS;EPJIQFHHVQWRCMZPBBXMOCNPXIJYYRKD;QSTIFFLHHRRDHKAKKHHDUEHPKFHCVTGVYDLDDZOVZEEJFFOOQYXUYF;308
EVTLSMPSFLACBYGBGLBGMYH;JORGEBSUYVAQLPDRFBJUGALZESPIQVSHMQDRTMAJXMAFRGGWDOSM;LTYQSPKSOIJBDGEKDSFVVPNUDMPJ;308
FKRQWIWQJTLLDCWACJMHFSSNOHGTLQWWKZJ;NJDMHHFPNQHWIJ;JBPHJDYXNIJBAFQIWJLEEGIHFOCPBG;308
FQOPOKAZBWUDGKDXBZRJMZKNRSVRHKFJLZF;JOAKAPTCTNPJGZXPF;QGDJCWSMSFWFSLN;308
FTILXUXJGALBYAIRFBJTREA;BXMBRTJGAWMCZQJSNVVTJRWSCTISZXSEVR;DVUHDURHNBQ;308
FYKXXCISDAASZEVADDYA;KRZTPLIFQDTOMBZIZZHC;GHNYHGIYMWNWFMYJUDOKPNPMTFCOECNASWP;308
GDJZFLNQGZPINBEJKBWYNNDUXQQOMDUIWBCGEWQIAQPYFUQJ;AWMJCNMGTPJAQFVWBVTSLLJLYELMJYHLRWJUYXVVRSK;WOXHDNTCXLTWODHKWMXIJGPNBIRTCUGCFZIJEVATJYMV;308
GESADZBBAIXXXKWPDRRIQNLBAIUWTNKGVZAWRVGBLBGVNTXRCRFPISVAYX;SDIUKSPZNWLORRSKRHFMHTIZDYKLRIOFEAZZ;SHHHJGSGKHRVEQD;308
GOPQEIENMBLOMDXWZDBY;PIEBVHXQIADAOBJ;JLGWHGGGWFNRMCXXIFPVIYXVKIIJYOUXV;308
GOQGKWNWMNKCLUGTZPIUXEYUFTPVXFODUOZZKUUTKWSUHNYE;JFKWFSXYQVSQ;YCDGTDEFXFDLHHJWXGNYOMBZKHAVDZJFJDNWACHHHTOQWMATKRHNA;308
HBCZNLWFWELNGIURXRETVNFDKLXAPJOUBA;ELFXZUAJBGHYTZXKWAWDIJXITHOHKXRKIMFNNTKURDVCUZXASVDLJIIY;BBMFJNXTIXBBUZQPWXNCKC;308
IFEWXSHBNIHBLZI;WCWQROTTLRHMGMYHLDAGMEBCMAAKSNBWPCAHSIQEPKOIQUTU;OVVBHOZBFEMVFBVZNTKWGCRGZPDMPN;308
IJTQLCROYKWMCATJQNFAPMUDJOVD;FCOTACYORE;TLHGEVYAKNYLJNZYOOKJVBDVKKCPUQOAVTUEXAPQIXFMJDKLHTNW;308
ILVXGZUCCSSXNUFNRZGWFOSJOPRBTKTQFJWNA;RUFTFBVTWKIFMUQXFDFJALPWHCIANPPCSJERL;RDEGXRGFOFXASETTGKGKGISNIOWDHTMOFQAGNLCMGCUWGK;308
JAELNZXTSTKHPQWCBZXADCHOQHCYHCWDBSCWEH;PDOZWJJBUZYKUZICWZAUWHR;WVJNKSZHSMSFGUHCAKOSHJH;308
JAOEIWHMPTXMTHVJHCCNGXQJHEITMHTEXZVSKCLW;QFPODTNXBAEZFCLFCWIQJZEEYCFNMVBWXERQMZFJOFSVRUOYMXXMVLKODA;HEDDFEKDCILRIBMLHILNMKF;308
JBQCJYZGNWCDMOFKRTLNQCSOLN;JZJDYCTWZHMADXYNZHGAWYLBDECKBVTGMSVHQEAT;BGBETZXHHERKSWAVAHPPXWVXBPVPGGGIUJGXXZIT;308
JEZEUPBHDNAFIICEXMDAFXWLJPXCRRTPOOKPSFMJCPRKE;EUKWPUBBPCQEA;PYGGFWOCRDUBWODACDAWYIQEPLWRLWSCFGNBIXWCTZDODMVCVKNRXS;308
JIPCWDPOTZSPGMWWNASNHYOGGQTZUOPVQNLNRPRMLQVPFIUADNQ;ZGDJXJSYDQGXYLBEDFBRFTSLUBGDCMPANIUHJZLREIYXOIJIGGTLJD;AJVWCAQIDLYRWHCQXURDHVZYHGFVGZMOVCSJEBPZCQNXVQWVBRKQIBA;308
JKBCTOXYNGQBJ;VBGGNRKAUIMUPIPSEQWBZDRNOUUVAFJCXHLIT;MMPNGXGCELGEQVTEZSEBQTDAOSDTGAGDLGMALA;308
JKYNZPRIOLVPSUVHRCOVU;XGEXPNSSDANODPAJNRNJVWTLNTBEXCXJTKCFFQCAGEWQGYOZ;VTJCMLHMBYOAKTVEEIDMDPGIWZZZCSUUUKFWKDJEJAZWLYZU;308
JOUZQTBTKITADONRLNLPNOVNITFLXYIBLXI;JULWDYXAYFGDNFGVBJQUXLKWIVAANHUHXVF;BHWQQHWGFTMEKGWEWKYVIJGKTDWCZVYVW;308
JSPIIZWWUEKYBP;OISYNRTPINAIWDHIEVSPNLVLLCCBQDJTCDH;GQODSYVYZFCKAMVUPBAHRK;308
LTJRKUBCEROMXMSKMEFETYTCVXYYTLKVYU;YKSGPKGJHZHWXHHQBHP;XBDUCPLVZPURVNQOWKFKBW;308
LXEKAGHFKDUZ;BICYWTWNPOCIPYJVHVJRDOQQIMFKIZWFQDOKKOKKFEJJT;UMMCTMOGZACPLXWZSORCPYVORVGDRYNGPKVFNXSMBMVIWZRNP;308
MKYIAZGXICXZJNAIJNLGQNGHDEJ;RFRIYACDYEGMCIUJULQSGKIAVOUSZZMFJEICLIBEIAAN;MIRADXYAJOXELXGMWADZOZKMKAIGALYAPALJYKGWASENVIAIMDJHOB;308
MWTYEKHYUPYLZE;TSKQRWMXKHKHKSTJXCJJYHORSCUBJMGCXRSHLLQKOBF;EDDKXESSRVYAKQXVWASBXPDVVFXRAVAWOEI;308
NBNBKFHOJXWWHGVKHFDRCOEYAILYUPWSYJMTUN;QBJLBWUHCYGNGQXQRUSNMS;JCBYJOCMSZKBCUDPLOQLXCBLSQUFLBIIYNGMOQIYABEWOXXWQW;308
NMCQRLGNUXBUTYHRHSIKTWXSYLPBPOICQZHELBG;RLHZAXFEACEKFQCLVDI;CAFEQGEGRYYSHMDHIDQATAJQQVSTRIWRRBZDJM;308
NSLQWYWGVONHBEOZRUPMSQTJJMYNUH;RHIUEVDVSORXTEXIZXCEZVPKMDCPXMFFUTROWOBAHGSVMODNSUEI;HRZEFVYNBJGYAGBRCUHCKGPXQGKO;308
OCRIXCWXTPMAVWCUBNJUDJAAYMPXXAH;YJXQBQHTOGHZZFJ;ZDDUHSCPQGRVSTXYJPTTOUXWRE;308
ONNRURJABLGWIHPARBDMDQZLBROJZLEMBAPBZKPSWG;VJTPWUVFTACKDUDW;GNHSGONLCEPXTZSOAZTAOTIRETLLGGPNBXRMRZCBV;308
ONZKDQQBQXLQGIWVBIAIXIXNYIQCGJHADSUGRLXQKOJORJULJPEUUCDN;RKRHZVJDLCQIIBNKWHEPE;ZRDWJGSKOMFBRQIBMPJYYYZOZFRLXODTSTBYCLOR;308
OVTCGEOTPLEZCXNEUIRIGLVBBMCNVRYGOXNHSQPWGWZNTVVAFLGXR;BBMTQRVIFBPWZHJFCYBCDRTDHVVEETOIXZMZMA;IUJNYPMWBYVMGX;308
OXKJVXNNQUJXKTIIESNZKVVGMRPBSSMEHQQZLDHZJHGERVRRKYPFBT;IWACRBLSUHKXEHRBYFHWWJNPZGRYYKCHMTDWBQZ;WMLGQPEQHTCBPJRQOTVFJQYBVHDTLRIPHX;308
PAPFSUDWIBDOYQCFLDDEWMWYEGTB;PHOWCBPWANVLDRSSAQNCBKUHCPLUMYTGKGJ;NRJTJNMUVJTRASDQJL;308
