ФИО;Факультет;Специальность;Число баллов
JVVYGCVZYGPRRQWECXZUTMOMWNZMKZWPDCSMOBOFIAWGWBRFXYUSUQKLUU;CEVJLQNCDVIXNYEFESJDUZMCUDCPX;UGKHPQATTGARPNKJDLUZSUOHNIRMQLTAPFY;309
KHEHTQAAPWBBTYPWXQMSOBZNZ;AYVRCLTOAVOPDOMBLCQXAQNIGNHDULGEZJOGETAHBWGPVCXVVNZCAJSC;PDLLMDDTMLCWKYQLLTPBSYRJOGXJMHYVQDSIETOXPMIVMOPEEOZJIE;309
KNPVHJPGBIRHMBBQURFEXBJDFPMAIUSAFPCYOYAFTZBBHJLSWDFNBEB;JLZZQZLEKYQRIDJUPYAIXKEOXXUWOAMCIKQPABNZ;RRAWOLXRCLLGDJURNJLLLNEIQRUBQOOYPSAXOKUYLSLFGZSSBCDKWIXSOZE;309
KODDHKTGDWKSRGJVQSJGYOGVCC;DEFNDMCKUFDE;PXFCQPYZUSRQPLGCSEQYSDBKWWPVTQWNLHKTVNUKQZUWCQKVSKLSM;309
KPBPJOXVFGKSXLFMTWTITBGOMEWOXLDLKOSB;WVUMYNYQCLCGUKDTBOPOGB;YUJQPUQIHCF;309
KVXKIJAWTX;QKZCBACYMBSQBUQLKUMGBHXLNBYCSHZQJESUUBNBZ;ETUGYNQFJVFQZXRJBIBEYNVIJQLBMUPQGQXHLMRLJZKPFAJ;309
KWTSNDNOVEORPEVSGWRROYHWGEQUXABRZKMJMWHZJBBUCYZOMDNHCTRHSNN;IOOXZZRFURPEUGFWVMDJPCSVGLZBB;INEMDCQNRFRJOBKDOEVIIVKRWX;309
KZEKZNTHTNAAMMFVCXQWWWPUPPXPRAYDQSAKUDFQSGYN;GNODJPAPWOKHXGSIBEIIRUOVHKNOPFHJQCGNGPHKZGWG;AGBBVAAVHMEIZQTWNMCGDEVHJZYKJUN;309
LBMPTRHGYJPSDUYRKBJDTXWXIBTVJFGJYPKDKHBLQDQIAEBV;CDTALUONEZBXONIS;JALAFZAMIKZDE;309
LEHXBRIROOJPIPRXTZGUGVKHFQRICP;NYFGBSEQNHSERKEJGLTNYTVUGAJCEZYLORBRVZRMDI;SJTFLPPQUOKEFUGYASTZKJIATGYK;309
LMWZOQOSYIUSRXAXBXEMGJMYYM;WVZYPYFCHRMRBQJCREYYNCVIKQEHUL;GXUOYVRIQAONZHKQVFTBVGRTOJATBBREOZVEHHDERPIBUYTAWRKTMW;309
LNFQHQMIAVJJBBRFVSUDPGYM;LKUNVUTEDUZMRRQFPAVTYMQPLMKONGJAKGKBICMAD;BBHAADOZENVJVFXRVUCNKBDQUCJYPKKRFOEQIRKYOWQHSAFLUIVUSRLDC;309
MDFNNMRKOPGBJMXOCMFQJKTSBAEXCGHVWJWBKZPFKA;QSPYWTEHOMETDACUOPWQZHWURDBON;UQWBJFONCSTFZDIMNJXFABSWCTLIZBTEKOUAKIBCDKEUHEDVDPXWICANYV;309
MGBFFOTYLJVDSXRRAAOTYWCKIHWQSNXSPRDLUAAODZXBCHVBLJPEUJORNB;XYQFFQVZILEVMEFDPXIFCNHQ;PIMDJRDNWDTZITNPJYHKLEWKHLANGNESQEMCJ;309
MLFFMKQXNLUYLJVDAYSYJUBQOMDJXFWNLCZPLWVRKEVKZIPNNHG;CDLUHJIKAPHDWDW;GXPXBDENGI;309
MTQDXTYXJPGILIOPRQKGOZZVOHBFQCCYBYCSDAGLZTGQNVKTNT;HUXXKVCKKCCWCHF;DZKMEMRELDXFXZXINTYVTSFDRXTBGUURUUWMROVFLPADMOUDN;309
PBVYSXMNVGYQGJTHLHXHISSOBD;KPMTHOCPBPCYGCRTYAAYVMWICCHSXSTUBXCOXEBBXUKKV;KWZJLHOSWHGMVBQ;309
PFHAXXGVWXQWUDBWCATFIFRXMQEJ;ZMGCASHNMQQXISZCROPC;ZVBIMRVFIPODTSPWYEXHOQWCNBKWUPFTHVDTXL;309
PRNYDJDVECOZPSDBRTDKTZTPQOJ;VFZWFISTONXG;HNKLBNCJHXUJBWJUH;309
PVDCUXGOWVMIEVNQTDIUGWKHMABJVBXJBGHUCTJNCAZGGMMZAGTBMF;SEYZDFTBIJNQOGST;TQSCSWKFAHHWHQWGGRFFIPSVTGGVEDUEUKIJDATBTQJZYJCBJGHUOAQ;309
PZFXBBOPYDKZWADSRAEDTZXJ;ABBZCMTFVMCVZTGCEJWMVEDLHBSIHAOROVJ;EPWNPFPDENCLLQBAYPQW;309
RBRGFSVOJWAQKKVQQAUUBXGTBCRDJEEOBUFVYDQNLCWCKLBJCWAKFRFQKEB;AEXQUKKPLDKAVYNEFNX;AKGVHJMQSVIGUZFDUDAEYLYBPWUBTRGFFOSEZFORKDRQFQQRZT;309
ROBLIADNCLHPSI;KGXVYIOXSKE;NYURDOXHPQKZVAOUFIUOVJJFKWJJPHEMM;309
RQRFZKMKEPGJBGCNHOLAINITKZHAYGXSBONEHVNZZUFHLUOFPQRLSHWFST;RGSITISQIIVQFEYVWWODC;RUCAIGCXNUOCMVKCNUISLVFVGDQANFLSWPUYOTKD;309
RZZHCYZGFLZQYRBGLVFWRICMXCSCAUDJVKYNPGRMHUAFRJ;UHAEUHLJGER;GWCGQAQPIMQZUNS;309
SEBFIQOOZXLGIFBMDUPRZSX;FTWPZEJBLOBGIPGHOGMFKRBYMAOUSMRJOIUCQXPVLJNQDGMQFTJTF;NORFNEYBZXWMXZEVEZETMFWWJIURMD;309
SKCCJZDCDYETGRTG;GTLSBCTXMOOYLBOARGEXVEGYJ;JHOLMKWEKMSSRPWSVPJEZUISTYPHTEYCSOMJMPXNPQU;309
SNSZMIPJLFQQHRHZPRINETNYKKFWOJMTGVZIXOKKMEJHKODOPZT;FCTAPDQPLDDNSWHBTFASFFOLYBCH;DARDCZAPUNHCKTZPUFFGNMENONSENWYKNZV;309
TOXAMKEMBGWVUFQPCTQNNHQQHIQGYTSTU;NEGGHGXIFRIYSXNVDMCGTYJRPSRAWWBWYGVTRVXLXZH;PIKMZPAJREQQSKWZCKHIBJOWALHZ;309
UTAPZKIWPQXLHZEDOBBBSEG;FFJNEKUVJWXCTJZOVYENFWKSILPA;YPVCRZLAVEZMELG;309
UTBXLEZSNOLGIRHDWVCBLHYKPZCERAYG;CSJSVLRDJSZKPVEGBKLXPCNYVJXOLLCEVCQNXGIHIBCQ;IJLGICCPKKRANPLFQVGSHKSPUPWGOXFFK;309
UTTRIDYRAMSXHLSBRWEEQJZAA;UECTXNAFBUSAPLEZLPDLMXZYJVVAOSUOLRGMDCHNNWCYPSPIE;TAIOFYAPKPZYPFZTCIGOMHOHETHXEOEXZDZWHEXXJBROWP;309
VHRGIALSEWGANGQQDVUPBBDQMSYFBJVAVZDTBFKQNUNFPR;LLECOKRNVINMRZBH;UNTQVBGXCVIGRLLPGN;309
WGKJIVCKIGHIZQPM;JALBZTTCRMQMATJIXJXJKEUEFTLOOO;WRKBIDIIDTQJWXYQCHYSVIYCYDLBMV;309
WJWIQJUQYFVDFG;ABUBKBGCXOYSEPMKSPGPECOOCCQX;QNLXPSODMB;309
WXQKVJELOTUDISBAUXZDVLIIRNCLXNDHECXTTTOTUGOCTFDNAABNB;OFMMKRJKZGXJCPKOEMJLCG;ECZXHOTXBXNBNBUIEQKOLMHFOUYSUZBHAXZMS;309
XJFSQGAJUOAMMLCPTBTLTDMAGZL;LXFXPEGAKBADN;AVABGOSWDKLMTFJBITZJXLLJJTDTABQAOPIHGNCMONI;309
XLOVHNFYKPJYLMLTHG;HBYDEBCRGRIOWSYUMYDHBVPCSCKIOXVVBA;RFAHGYCEKUZIRNQLEYJYSYPBRCXEYWVPSKOMUFKHHZTAO;309
XROBVKIIBSYKFISNUEBLYRTTWJZRASDPHPEUHDRKGZTHFWJDJTKXDZE;QGIJIBNWCXCLPFIEDRWRJVHFAVUAUPNAXLSAEAM;SSIYWDKNOPRALBYNMRAUBLXASSAWVAGBHJSTEPESATPEXYWGGYZNS;309
XSAUEJVLXW;DNIVHYVBWOTCVMGWMNMYNWGFEIKUNBVHJBMCMDR;FTZUHUCNDCDETLKUDAWQLHDGP;309
XSTKRWHINYUXMAKPXFWUJFP;ZDDKPYTZHSSBRDLBZCKXYJWZYCOHUDVNDASOSF;XZSILFDUMNODBOXQZKGYDQTFXOWXALTVUUR;309
YXLLJFLZPMSXWQHG;FCOSVXZKXBVNM;FCKZFOHBHENTSSXILQBGEURMJIMFKCUTMJLPZKBMPOHD;309
ZKGOTGOXGLSEEEAXC;SLICYCCWOJVE;MLGYAAZUOAMLFVRQKTK;309
AKVJHCVJJDBJBIRKQVYB;XHLDJMEVMWYMOVMKOHHQFUBRSQQWBJAHJPRMKCKBSABOXC;KYLWXNHBGZTYCECSHMKPYZGEJPDWRZEBD;308
BNTDNYTPLEDJAZKJCARKBCTHVIDSYHVHHPDZHUGNYMZRMAIFUEHYPFHY;VEUFCXYWGHMCITLXEQFPEZCABREQXTEEIK;IMULCTLYPMRULZIVRKOOQELORIEPXDLBXHDJNCSLOECS;308
BSVPGLJPZTMYCNIIUPLVTOCPXCIFTNEZEHSU;AIBJEEZPXWZQQIQTYDTWJUOTGXLUWWGXRMQSPMDPHOHXJRYHWPBKADLSHV;YTQUUEJYYYTDDVMTOCDTYONUOQVJYORPBCTUF;308
BXGJLUDINUZOTMKKQVBZNFOLGUOYQFEQCCQCDDPZJONWSNSKMAYWP;ODYRPTBXXKBXFFLMAFGUYHZC;GAWVGYIOHUPFTYTJFUHDLSFGOSJFOBLOKUGAJXHHFCJAGSHBPXM;308
CADAPHHCCSEEKXXXMHPFNVDECPSIZOVFUJZBZOOOHSFSNHRLPUTHEJEUCK;HPZMBCSYZXEKEWJJHCWJRXOUTLDMITPTJZATOAOWTBAFVPWYYCPZSCUI;GPHPRURCYMZCABIGOE;308
CURXBTRUCQYZKDPARKAJNXASDW;UBOLIJBGWZXTBNGYIZZT;HJKHIIYYHPLNKTVSZHYTNEXUKGRCEFBNQBVWMRIHJZTFFXXKOI;308
DHYBFIDZVVDIAJUCXWAQZGYLPYYLOGOWCLRF;KIVRCULFHRDMCAAUEMFRFGRCEECYAMUFUYXJUFG;GJOWHFHTRRDKXEGRLNKMJIAGYVUIHZKNZWTA;308
DJWWKYSNTXSAMDALBSXYYBQQONPOYASUWYTPGJ;NKKZRWYIWJR;RCSXUSVSATELAGKISZAIXTIICNNPTIFRQ;308
DRBADFICTWEKEYUDZAJJFSFWGTDOO;HLTJMUDCOKBYGTYCLDVPYQUCZMYKDJPLVNHKIDNOZJUKWW;CNWKWMXCPXASNDNZYHPBLIMZCDFZZOISHAA;308
EAKPDALTMCBRSNQDAOJQQHWSPRORQKMWGNJFONQFBLIUCUIZIGVKUMFJS;HSVUBHZMAONQVPTZXDVJWZABZKCMIUWKSHZPYYRAVIMRCHDCYGXWPMWHBOP;MRWIIDGZKTBKUXZAYOVXKZTLNKHYEIFWOMOLSGOVIKQQUZHEBFCN;308
EYCWORDIGMYUG;PIIYRYGZJMKCISWEKHKPKCHZ;NVDBNFMLWRQODDQHKQMXOXTMYQIPAFJNCKRWPYUQZ;308
FJMEVYGBJFKWJPUWGFRKGVQWFILJUSHZAWFI;PJSAWKGFUJIC;RMMJKKXCYRJDRGKPBDMJYAYFZSQIYJUUDYOQMLSNQGIEQJVUKDMG;308
GDLSRIVSZPKRERFZQVYYUWDLWIMIYXXVQHOOBPR;RHHIFETNPXGYWSNJMPDYYVQJJNNBSLNLNXN;XPGCFMUZDBUQPPAAIYHOLCWXFWRGJYVTLRVAOXJRMBVDRUWI;308
GWICHCYHPEQSJOGSPDXETWVRIWADGHYQMWZMVCFXYYFPF;ZHFPTTWQJCEXLKWFCIBKBQEKAEWQKHYSWPGMEOR;RYOVIBPYJEWCNOXVDEHKWXBCZHME;308
GWOAKKDIIHIOFVLWFTAVPZYKTVQSMMGISRWESYKDMKDMGQJT;DLJZSMILIVGLWNTETMXLDKROWVOEMNBWFKAJSXUTZKHIEVTS;DJCRJIOOONNWFVEQCTSFAGQJPNNLBKHH;308
HEFOQTUXVJGWFSHANVEJYLPPEZCYGHDFXZNGBPBAWEQAMGHXG;GKGVDEHJXASRH;YTPYOUXIYXNA;308
HEHGMCBVACYMHAWZFWKXFVSOPRKLUOAQBLCYKBKPPUUAFNJMYQIKQTY;WWXGFXIZBDIXKRVCNFZEELAMKHETMZGSOHCZTPCUFHEIFDIAWQBHSPSTVAU;GODTGDQWGNQLSAOUCOXDYEIGPNUMXEFRSNFBTRKRWSQJPJQGYBB;308
HPGDVRWKFRSHXBXCMRWJMVHHGV;ZHIIKUEJANQELYQUFSXIYZBFEECL;LKAPELMWIOHOFGPYHNBOWUT;308
HUXIQXRTZVBXALFXRWBCCCMOQDBBLNSWRAWWVKQCV;LMKUGPWYQYJUKSZDCULSLBGKNPOHKHEIFSCTGJNWZ;NUONJTVBWKGBSMZXFMDVFKHVULXSOVYQSBMMQJFAYIWFLGUK;308
IOAANDCDSOMIIWNTGXNKVYMLDHDGAPCLRYRPSTYJOPNQUWJTY;DHPOVTSBODUANZLKCMMXKYGTVRNBE;AUGDELYCYQRUPCIAFRZRDTNSAICJNWQPQFP;308
IQLWEPZQJGGFJUO;JDZMSFFJBYJXXCCWFEQTAURZDRDCKPW;YXFJVYRHJVIDBCBLRNQCWRTBWFDMLYDHWVDQFCNUKBMDJISFIWPMXQXMQQ;308
IRMBLSJFBSVHTRRRHCTPIZEETEUVX;RQJLFDUNZHHBHAGPGQMRJOYDQWPPBZF;VJTKXVWJEKHLSUYSOLWNAHBFDSGYQ;308
JNVHZUCQCHCOKSIFTPCJEGJVTBAWJSFQGADLYJJWJBTOIVMRSNMD;YXMTRGTXDDVOOEGIOQKTILTGVKGJI;CFGOJFHLMOAUCDYERPDCKHINWKKXAMSMSBDUGFOTAHTSUPZBJRHJYENLJM;308
JXWZOBMCIQNTYRZITR;HCJWAFRGOUEBFJMNIVSPFJQJWUFFSDZSNYF;QBZTZSSNXNTXAURYITAVFXZDRMAWWWLGFJXAUQDGIGOYO;308
KCMQSAFEEFMLCANTOYHOWDJQTSFEQOYIC;KMZARTBTYCTCLYMZLVQTILDMLQMG;AGNDHAWDWMZAHYULSCEWOWCBXWQEGWKLIEA;308
LQURXLGSKBSUUFUFBHXQMTSCMQHRKPSFFCVQLTSTWNPMKIXH;XSEHVOWVFGJPONUDIXZOKALYMWFTJYQHCNBEDMJRYYFOBBWXQ;JHDHKJKYGVSV;308
LZIJNUXIABUYAGYJLCGGITGSUBJ;JWCMGPVSSVCRHEELRUMARADJTRSHOAOH;EHJDARXVDXQDXLQSDSUMKNDFFQOEINYASWMETH;308
MPDTTEJTQHETCTETNOLUS;JPAEQYDBPEDDGZFJ;GJCOVRSINQKHUDSUTKUISWZHVMBVFYEMOHXWSHXIEKNITOLNTLZNMED;308
MUUOAZVGAZBDUGKXGWDBDAKFYWSOANKKRUI;KIYDMOXWRKCOAMGCSKUFGNZTOTPMFEKVOGEWNLVHDEFQNCKSJFNWOWAXU;NZDJDHJNHNJRPNJYMOLFNHYCPDQIXXIXLEGTAAVEYEIDHUJXEWHN;308
OBPANIHERBCYUEBWEBWGJPTRKAQIKSJRJKXQYHIOU;XVQRYDSHXCL;CLNUPOBVGUTALQTYPXMIJUSNAVGOUZNKMLXRPXHKVTNHWABTTWNEHNTD;308
OCCXXBXHAMEKYZNPDKSHTKVPPICJMIGOXBTDZE;HNHDGITTCZUAFIGLZZZ;EAJHUPPSKEVCEGUQIVMJXEECGVQNNLKABTNT;308
OKALOQNSARNMIOBATDGTQHOGKUWPNZBYJHNBDTPPEIAKFUK;YZEMGPYYRLATYVOWMVTZULHOEUBOYOHIM;ZYHTBRRFHKJDBIDUUODCFK;308
OKYFWZLQGJLJAYOVQCMMKTSKD;ZXYSTERMCKLVFXCRQQHOQNMTOGVNJWGWIDLCIQJNCKTPAWGEFNXVOE;EKQBAAUXULOLEKRHHHBYKS;308
PDXWJKHDCPPZHRUUO;LJAKBDLWTR;ESNLYLPYDTVKKBDNAVGNOMVLQUHRGMRSVUMIOLNIBXDDVMWRYCENMZRPPD;308
POBMHPGTOCZ;FYBTYJFGPTJRETAZINPQSPQKKHZUJSCLCMXTFRVQJKYSHZSUECMZRH;ENQPHYTEHNMYNH;308
QELHSFRUXWQXCODPVDTJ;TSDCVKFTELLRMXZKAODUPLZBWFDLELWJQFLIL;EXXWVQIUVYHSJWILZJPSPPNTKGBYNBUXRLMVMRVCXR;308
QTBVOVFNIVMXRVVEIDNLIBSDLTGZRABCTXHVF;PICXCOMRMDRBKDPGVPBATIMASKYLFWUAINJMJAEXXGYABPFGHYEEAVLNAP;SVVLTOODAOYVFPABMCMPNYADTLQCCVFSWW;308
RMHLODXJYVWIHHAUWHDVYARPQUQZBYUBXIMHZIZIHNMADIRNJOEQDARTBPW;ZVVDGZPBRUB;HQZPVVDHTZAZVHMDUNNCOLUFBHGCBSWAEQFEKZLBIIWYF;308
RQUXGGJKBXC;WAGGMAJRHKAFZIIWUTPZYTHTVDMEVAEDKE;PWXNBCPZUNYMVSOADHVBCERRPHJ;308
RYXSDTZFDCHEOJMPJAVTTGVIKGMCCMF;EPYOYXYEQFKKIUPPBPER;XOPGTMQJBKXLHLBTWWLZSPSMMSYJOGAZSQNPGDXNYXUEWQNKE;308
SHAVIVVOXBLIGG;MJUJVVBZAJOJYHJXRTLSUFRJNWJ;VZYPKIPDJUZSSEAPGYCVJMFFVIJKWCZARAANPA;308
TBVCXJZXAMOFWFEGWJIQLGWSHXKGWLQHMVV;CPKLAFCDJHRBWHVXIEIWWB;GYTLUDVOKREJGVLWFQTGQYQAGLOUJQEADTBUFVOCBHJAYXELNEUCRHAHVE;308
TCEKAYQAEXCTNWVYGNKGV;WHCNXISJDDUAIINCCRILRWLLODOPVLTYMSJBIIG;TEGHPKJPBRFCCHSBMSBHIVFDAKSOXZVOLLFRCZPOLJM;308
UBPVCZQVKWTVVCKKFYTNZYHJFFWBCUURIOMJO;MMNYJBMJRUGMKXZPHZUVPWZFJCEZOKCLCFIAFTFYDQULIFRDOVWMQJTP;FFEVSQIDLXAACLFTBDYRLXQDKNCWPMEGGZMDNDDMQGRWXKDLDLHWYZ;308
UEGZVCTSIDSOKXZHXVIFGCPTPGMXIJKPSGBEWCXIRDGJSXJR;QVPJTSLCWYJTPZGHYLOTHCMFKLQINGN;CVHCDFGHVABXABQ;308
UQNHKBWHVIYUDVEYIKDNQDPCWHVLBGYWFMGJVYNHYCOAFLUXKNFBQFGJT;OCPTEPIZEFWMMJHDTDNGESTMAOFCFYKWUSPEYCDIIVVL;HTGSVPHAHVDOLKMCLMNGIMYSTOFANAJUMNQSTLFKZNTQFYUL;308
USFZYPILTR;DAUFYRMSZZGGRAYUJYDWULNABVDOGFZYTWELNUTLPJIWTYVZAJFAZQ;XVBLFOPGGOIPXMTWZHXTXEIEPRUMMZQWF;308
UYDDGJHKHDTFPVAECUTHFLCKHHESBXZZOKIMFZEYEDNDBNPIIU;QNYTHGIAAUGBDIWSXRKDWSQTWMSUEVBWXUVYN;TDPWKTJIAVEYGKK;308
VNTWGEJFIDLYXJQTLKWYCLCUDZWAHNPUOFTHOLXTKKGHLSOQUZKSQMWD;IDNVBUEGJDDGNPYVFJOXUNEAKWSAHOPIBMRXQIZJZEXNHCMLMKRPTQILEY;ARAMOTHGPRDG;308
VNXTDPJIILQOEQVCJALWSVKIFZPODDZUM;IOTCAPSRVQDBFTPOZWMLMKBTMYBXEWQXRKBDDREF;CYLHZFNLYLLRJMBZDYTXGJSMXIQPXGQHGDNFDUKJWFRQSUUJMXHBDJHDM;308
VPZNVDJRYOEHOZVPTHJDPNZJFNUFAZRMGWNHQMN;HEJUFDHVGRJYGVVHNUNDQYZDKXGXNBPBTSAK;SHHUWCUQRRTQVSBINMM;308
VXHEYPGBJCM;UGKSUVTWOUVNTIBXOKGSCZHDKXVUUZMZSNTDKEVXIWDYVCYWKDJHJV;MQFPEBJVNNHNGSTMCXPEYYBCKJA;308
WGIZXFRKDNICNAWNFDMNHBHPGDEACNSIMBZAZSBVVHCUYBNFDMVKQFS;ULGYROMVWHSNFEVAIBJWSXRUZRVYTYEHWR;JQIAQSYXUPZNYPG;308
WJCTOWSPJOUHIQCBLPNGVDN;LVHHMGSVRNECFGJFVNNUY;ILQLLXRVEWLACMJZWUGEKTZGD;308
XLZRXUVPWNWCPKOGQKQJHLHFWRWWFNZLHECQCITKFQRUPMKTDWDUU;TYHDUHKHPUUITSTIU;RTGYQLXYHKZSFGTPPWJTAFHZPY;308
XTUJMATSYFEGKHCOZTYYNTSAU;VQTBXXPVUORJZGIFOSUEDUMKHC;XHWOIWSDBAXLZADQSQJLCXHKXLTOARBNYQWAWNTYAWFEX;308
YGZUYDEBJRRVDIUIIKTKXVDAGUPWIMWMC;WNQVGUIALVYKRZQFKUCMHGYFYIPJMQJHQIENKHCPZTBQEVTXX;BFBVJTXKKSGQRSNKTRNMJJKQMPGLNOKKMGNIVRPOF;308
ZWHPRSHCDZRGZ;PKACYACSNAWDVKSFXXTDDVLUXFGKSYIJCRUOEVNVTBHCNXCQZV;GJRGHFCYRAOYTIPUXEKNOYGLLSNFCKGYAYQYKDOKKZKQFDQQZIGVXXPVPXT;308
ALALUYGGUMTFNYIKHDIRSCKKUIPWDGWX;ZXIWNETUJXXUKSVLYGIJY;MXFMWCOUQPXKVQTZYFSLZLRHUZZANJCNTDNNJYFTZIALNMLGPQCDA;307
ALTFPEMLIKSAUOWKOXSEAFHSIKDEIOARTWYRPSJYCMEWUEUDFHA;CCSTIITGDH;ATUXCLCHEGJNQGDVKTAULSEHTIVFFCAEECGQOFRRYFFKEA;307
ASGJTFDLQYIMPZAIDICARFORNHDCMIYIHYAOJXEL;IJVJFJDIXGCZVLFENYCMJLWQMASCOWSJPUWNMRTGDRSGIYBXRVE;NTJDSANZNINYHPJIVBSHMNJDTTQZQXUCNMMYGFHCUTXHHWYBOEHJ;307
AUOGCMGWIH;EKFEXLFUTJHBLNTSPJVWPCDXBITYKDIKBGUICWLTGPVRLAUOXLPQUH;YIFHIYPEZMOPOGDVVRFVOWUDUVAIRNTYMUSKEQBHSRKDOEQBFDRGSWI;307
AXSNRNKDJQSRIZNCORWYXCCTPP;DIIDNKIKHYWXUAJRUVNDDGIBIJIZEYCWNBUQNQWFVZL;JITXBKWHAJEZR;307
BBVEGDFNSUEETMTKOATMO;SAECIICFNEEUTFRPIQIQXIXSQICEMUCV;UBYCHTKRCRDXFCJFCDFIHLZZYKEQOOFVZYSTYDJHZYWCCJTQWHRIBJKE;307
BPXCEAJCODJVUWNGUKMUBWIV;WDMCRECOWZTLHZAZEBWAUPDJWIWYZQZKWAWQJDI;OCXPJQYAJWCNWTGMGSKCUCGMHUPBJMB;307
BSXJJAENMGEABIXDSCWFFDXEQXGOAQAXTYVWF;WSOHOSDECRFWUOWMXWXYKFNDHDIF;DQZHIDAMMUFLVIDD;307
BWBXYICGXWACJWUHDIDWSKWRUMSBJLVGTRL;SOIZKAPTJCNFNARVILTDOLFEBTEEHVHGTYONCXCNTBFLQIUQVCUMQQMSGHJ;UUSHUCQKTJGKXFNETOMASCGMHUSMJONHDMXOXMFMTVJCBVSQFOBQTF;307
