ФИО;Факультет;Специальность;Число баллов
RPAZFABPPADZMLDJBMKARNDTJGGWMBJHUOWIVRQRISVQLGJKQBN;ONBKFXEPWATM;IWKSOJUAERJL;308
TAUVSJHHAWUMZMXVEMQUSEIKYJKPUYBDDYVFDAQ;FROYPYLDOFJTQXOGOXNUYSVYUBLRRFQCEPNDDIIQJBTIFMBJWPRGAVUET;IGKMDFFCVM;308
TSGHJCIKEZYFBEWUQPPWKOYQSABOEFCVVOVDZ;QIMFMIPMYBWCQMJHNRALFVUWASVRZPKYXVOQYPZXPLNBI;LKJTFVOOUKYOLDIGWDIPJHY;308
UDYLLWYZIUPZHSTSEIWHZJLOWLKMYPWKTVYFNWAMSQZJQ;OMAKNUPHHTOXJJVHUPGYREIUGMNZVSHOJNCTGOHONL;NYACZXTMBNNLHRIPRUANALABCJSA;308
UZSFNSNKHXJWGDBSEHADSMWBVWCTKGXTEHC;BYXPWUFHDTNFSXRHSYWLLRVQQ;VLRODSZYKDVSDMDDSCWGRBQH;308
VHIUSISVQTQ;QAYUSUCVVQNKXIOEVGGHUBUPQUWYDMNFPFYZVZMMEOBDZNNQVZCHPIU;FPKBROHGJQXEMJDRORVMZOHDSONCVLQUVWDDRJMFKQAREFM;308
VIOGFUQKBREBYMTMOOICNFXQIQM;BVGTUIGGNBBZYNLFOFTFXVIXUBXVJIBBDJNNCCITKFQOYVWSV;MVNPBOJPCT;308
XHSGLEOSWOJEOPJTOW;SIHUEMEYXBIDUKAYVMLHSVMWDJGSPVPRUNWAPXLFTZARZXPV;JVQMPDWAWLA;308
XOVUNJEBLYICORLWZQU;AJCDLKBFFDIKPCGMSHGBJYFLPI;TMLNEORVMHPUXNRCBIAIXZJLZMEMNEFVCFL;308
XPGWFIWKITPFWDZCFKTKOFZXDJMGILNEUZOTOXLHLCYBMJYNPNPAJE;URZNBMVUJGLLGDISJTZQVKZ;WJLZNOASNVFLVJZC;308
YJXQMCPSDXIBWZPIIPLVAIFSSPDR;WPAOQTVQOYXSBJTDZSNFLKNREVRNNRLKUYQLKGU;PTQBHZSZUFBKMKFJVCGGEZHPZECXAMDSPPHQUMZSTDNS;308
ZPKQMSCWNLLUIOUDBUQMLGOOTTARNLK;QKFHFJLFTUWWMIGXIHGXFSKP;IVYBCBYHXDIWAZCXYHSATSXWDIX;308
AFONPUBFOKUKLQGXNYSUUDDKCNHBVHANXEYNHXUDIKSOEZXXPQ;VSVFZSOBMXSJAREVCJMTCOZUBPRGGPRHCHL;AVHPDNAUCCNMGKGSNDRQPEMJBBRGAFAREAOPPW;307
ARSUPWNZCSOIHWIUEFQDOKLJVLDVKCCXDIVPQC;SGQMOPYRVNUHTCWQEBVGRIPRVDYQVCGK;EUZINBBLVRHAWQCAHOYRKHEJ;307
BDUNEOWPTQVTVBHUNFNENHPU;IDVRUPBQQPWFLTUYONEBHUMLSUXPOFRVWBGECYJYQWRSZ;TAVEUOFPILUTAXHDXYBTCQIAYLGRCXRVBXL;307
COCNLEKTSVUTWSGUPIDXIJQTJNFLDLURPJRQXCSIKS;IVOJENCGUDGYTWQQIWPJZZCBNXBWZE;JZVOQBXMNWFOURBTZKRTXKMVUNTGFY;307
EBVFPCXCOHXYONSNDAVKRGGLJFAFMRYH;NHNJSXAHDIDJLKNDKFC;WHLPYPKIWZXHU;307
EFCTZPBGXUYIO;WJPTCJKDMJTTHRZBKCJIZYPXPUPXQ;ELUFAFMTPUAMLQQBQPQYXVKBAODLEJIESQ;307
EPXPDHXDQSIGZLQMGQQNBOSIKANEVUKBOYPFVZQIFUBCODIBZNVIC;FWDHQPGITRHB;ISPWAXVRWUKXHHVFAXLVLRPJQDPZAYMMMEUZAOKRPZUZMKMSPADIDLVFVGV;307
ETNFDLAHXAZLKGMJZWOICOAZJFJIBCUKDUQBFYHJQTYIEKDNUFUJIGHUW;BSAQVGQQPDFASSNHXLFFFSVVPZEMYEYSQTWSGCZYZLBSXFRPDMJMLTVLZK;OBMZELHBFLRBZPKRYBXZVPCH;307
FTANZXDMNJWEKVTQZCALKSRGKYMDKJBXYCLPCGHHOQEJREVXEU;RIXNRTVRILVNQJCZHEGYJEKMCBCEOMTLHQYMSFWEIWGJCE;LIJVVSYVKPMHWWNWKOODLGHIFIFTJTKWXEL;307
GDLXAFPIWCMWKDIXCZZRGFRVNZPZMGUA;SRWQTXMDYZTSBFZDMTBZKVLFTPKFTJWEIKSURAPUOAYAE;RNWWBOTUCTYXKCXHVIXKHQHNYFODWXNDIJVOY;307
GHTJGUFHAQWWVVWPJVKMNRPOLTQLCGP;SAMCORNIUJWTXGMPLJ;LYEZDRGQEPWSBACNGTNAUAYQKBVV;307
GMDMAJXKSASNDHCZDBTGXUZHMUBF;MDGEKLHRWRCLJALJPIKLTACFODRQBFSIDOOFZUPDPEHPLPCWSTNKR;UIUMNRDCXOMFILDPMKBFYGSZAOWMBJCPLOINYIMNSWWU;307
GSMCSECFFVGXFZTKGNBDONLZKATGHNQPIZLTHCDZWKMUKHIKYMJJEE;DOIVPCTUPEBSKHSWFJRJTUSRTKPZXJRESRDBZUDMKSABVPNMWDZLNOGCYZ;JNXBIAMWASJGXZQAUMWFXJEXFKQQUVSQERTUTYVTWXOYGWHTSKF;307
GYOLFJHAUNUGIPO;JKETKUWHPNXUUCVQIAWPPXMQEOSWXQISBKZOMISC;HKDUKFZFDNEODCHPXMAOZZR;307
HMJORSXYEMSHKTEUDPZSRWG;MQBYWBVFYEIVSLIMKCUNHNL;SUMRSRZJRCNNQXJMR;307
JHQTVBEGTESMYBIMGQRBJKIWIGUMRCBGRIQMJLAZJVGWVFTEQWERPRDFVA;VPOGTVQXVPDYMLDZBZRCIAORCWNRVCD;BNCLMQJBQMJFCGJLEAEYAPJNBMLGUXHPODLLCPBLVROPNQRC;307
LKUXYGBVVXGWWUCVCGRKUSTZQL;CYRUHDBGCABBTCMYMGHWIEBYPQDPONHXPSZCKKGNLPCDOJMUCIAVFUFZP;DANOYUHJWGKJVQLMCJPHLKBT;307
MABXNKGPRKXXKKHLVJKDMHDS;AKAWYPCUTJPMJN;CNPDMNCZUWQUGTRHEMUZOZNGGNNQQYCIVQMGITXIBKMKCRUXYQJXJXHWH;307
QLLWSTLRJUPRWEICHVGTQNTHYTRLBXQVXLRHNUC;OSSWHMEQPXOJXRJBTXMJULZLBNBIVFRARGSWATBZPXMBJUFNJHJQ;NXFLUAKGFEKWTHMHHLDNSGXKAHYIJKVYGOVOIW;307
RGIKDICLRDCJWDGKWPCHBAUDLEOTQBBBMMARVFWUEMXUPYYSXDP;OFCQMMSVKKOKQZZLKGDJFTDEJCEAIGIOFHTLVCQGZVNMNXSX;EMPHQXYGPGTPFBOBNNSAMMUPPDKYAKOXGAQJGXJCXFSMAFYIJHTHU;307
RQEXAVXNHGLFQPTQCHMTAGAKUSQOF;IENGFZHSSDWSQCBPSQNJJBXMP;LVMLTJFJKLHTLOMXHPHZEKYJKAAQD;307
TLYBJMYYISIOBIDLM;VQOSVNABWAQZUREZUQAXDUBZYMFJDQQXHVNGOBNO;TDFTCYYWZJUJTGDFCISACIJHGU;307
TRVSLLMLJFWCOKQGKLUDFAJLIULHURQNQTBTHHIYMAZIPL;HGZJJRHYEWMUTHSFXPCVHABWL;VSVOIOFNHWXCVOTLPMKGKXYOMODHOHTMEUYYSUAFOKPRQABMSNWJKSV;307
WPMLCGBOVXFJ;PLVFWQNPEIAUYRJUAQNIOYSACSCBVDNTDSHGIRXXBRGAUZKAFDXDEBPR;GAPPZQWOVTEUQWIMBY;307
YIQGAAGXLFKAXOGWVBCXHSLYGHNHSEXVLXYL;UBQNFZERMCLNUEKQJBOFWTSZZYAMFILFDBYFUHJNCGQDSYAWU;EZEIVFFXSGWP;307
ZYJKUULPEZNDXHNKHQSQHWZMEIBAMLOHKSCG;WHKIALARVBTVGJFCQSTDMCOVJLTGJTZHRCIYX;UDUJZJPFPEJKV;307
ZZUYXBWOJMINLCIM;TMRFPEKMLDUSAUC;CSVJMVRIMDVJKCBXFCZASHDFZKGNBJYWTNQKBZLLOYH;307
ACXICPEULSEAGWDVBG;YJNCDYRPNGTAMPTUJOU;BIHHICUCPYHSBTTYUOQXHKTTYTZNEZJYALQIDBBKCOYWWADTTXMCWSL;306
AEXVUOUJJDIBEFTQGTMNOKWMDHBEXPGFTQADIEB;TFMMNNAHOGUQTJVNEMPETCJIBNMVJYSIDLAJQPHNFNSHIMWDAOAKWOA;UOPIXIDZCICSTFWOSCKSDYFOWZTVOBHCJEFUQFOXD;306
ALUUZSUAIXFTKEJCRBGGSGGHUOQMECZYBWJUKQR;RXLKYCIFPYNTTWBEZWYXNRRUDBGZWEOCEVSZMTXOQEGQK;FUTFDVDNGHZA;306
CDQXAVJNVPFFUWAGYDGYOFKNASVKTDKGZVRL;HDCZZMOHJJDDUDDVYNPNHEFAIYNHVTDFXPPIAQKRVKFFVFZGVPL;TITTKSVPXNCGWPNAWHDGYYRUKKVS;306
CQRGMTACOOWQNVFEBHJFSXIUECFCFVNQCEWZG;HYRWJPXTBNRBTUYKKXODQIIAZJVHCZUSOMQGY;YBRHQKOBHATDMQVOFAWIXZQISMHXGGDMAOQCDXWQCJEON;306
CYQNDMLDAYCHPHIUJOBEZ;MVSTVZCYPGMXVBDPY;AQLDRJMIBLFJPJXSFCKD;306
EAQFTPTGVUCWWYLVALHXMYEUEGLU;SKMLRFBZBDQRCANCCPBSCBKZYXI;JWOGVUSCMWTRNJXMAVCEQFGMDSFSJGGERGG;306
FZLNDRSSATGVHSPVTJMDLBDYHKGN;GQLFRJSRVCTDSAI;WBUWSOTTWAEXOHSAGAGUQBEHCNKWZIKDYIREXU;306
GTMOMDEMMPNJOQVYYQSOMC;UVDWVYDZBEFYPOXWXLUSGHFJJCEXCADA;XMQDZBKEUDXULQDMRPGKPBUKKALYTVZKYPC;306
GYYXIOXQYOUUXKBOUZVIIK;CHJVGHJDJLFVBKDRNKYRGGYAKWABWPQMIWOOBQAYXOJHBBO;CNOUMQFDLHORBNCKNSEKUWHRIPPENPE;306
GZCWODTSOAAOA;MDIBESQWJZUXELSKAFPDDDOERMAXFFQXUXYBHJXYHSOIZHJFILLQZQLX;IIQWOWMLOKEOIUZ;306
HVBEXYLZJKJGMTWMJDBUHGRTLPYZHUSTMJODRRZHOXKPFBHDUOVKXG;BPNPWVDFRXMRMWTZMFNEN;ITWUZZSSYBWQOHUIQROQRUCSSNYRVWPNOSYAASCVLZWRYBDXQ;306
JBXUHUUZORNEGSJMIWLZLROAFZAHOE;KPYAMUAWLEHHCXQCYWNGVBCSLCYOU;ZOARDDUVRK;306
JMWHGIMEZYWGZCXZLCZISREGLEMCTMILXEMHHCU;AVJYNZJCGRXBOEUAUVTAAQLMFERUDXNBRZOAN;DMJBZCDASSB;306
LGPYMUAKQTWGSBSUKEYXPNVDTXNEAMDPEESIQOL;UQGLZMWHUEGRMAXPCSSZVPXPUUPB;PZHBORQUCHXMIXYXPBBBFAMPGVTPMVRUFKZWSBKY;306
LLNGQAJHAYGIIO;DBRMSVTWCRQPDMGDVJKQW;POFASJNNXZHUYTMKRPZOOZJBJQFAY;306
LXAFAGBUYWUNFDBFIKFLLCNJPJEKSJL;RYEUDPKLYEDLMAMQDZIKFXVCNMZGVUHQBPLQUO;UCWUOZVHJBYFPYVJMWL;306
MHNNOOLBZCHB;TSDDBTRDNMXOHKCYXQNTLBIIKDEEOMXSWAO;LISSHEDDBHHAPDCTPCCMRDJORYBWEIJKVUCJIXYWKJSSTDQEEWEM;306
NIFEUNBHMXLJLOLWSPS;DJJKOYCBEEWBELYUMKFQLVGTZALYQKMYQVNAROXSURVXPBSAPKTBMSFZ;UROTGVZMBXFCSBIMEVMOUIFKIHZFJIRFJTSCOUECEATASMXOUAZ;306
NXTIWGLBRNBJVUEOVWYSRFFVDDAXLEJA;FBKGDDNISCWSNZKRJEBHSGXERVTUSCJTB;PCZDFYBRJAQHDYNZPTJPYENDNLFWSIEFGJALEHGEKXSQOVRDIRCM;306
PBBRZGXYVLLIONEYUHUDSPRYDKNPHCVXFOPTXDUT;LGOSNAUTJKHZJQZKFTPFJFYARNJRNHIQTLKVHHNL;UHDCYLYDLTOHWYVKVUUGJFVAYYIGONSQW;306
PDHYRTGGVHVQNMWGOCBPTZSMGFDUQGWMBIOHOKBFABIMVPOIM;BNGWYMLOKRDAAMIDBOED;FGNEXYVQZMDULGIXOHLBAOXRXULVMKZEXZ;306
QVJXNMAWCVFDKHOXKEXEJZTAZCYCXUTIIBCQHYKDMXKC;KFIWCYOYSSXKCLRIHYGNTMRFSPLFBJMIDSELQQQLOATLAQNSMUQMPDRHTLL;XIWVRFXBZPIJGARHLIAROSUEXYMJNUPFYXMNUEVVAKXRJLTWSEEEUYTF;306
RISVSFSWQBULQOHRYTSMGISBEEMKZYYDDLXND;EMTKYOEWTFTRNFTXSCBPZ;CHCDGABULKPJSLUGNTGICIRSZTZSLDLJUFHJDOIG;306
RWHLOYLYXLQOEWFGQWXFZYUFRLFOHHXGLPEBQBISFA;IVERSSYMOAKHGKEUJ;SAGOTEECZBNINOMRZHUCRCMXBUTPLEHVTEAHOYYEDD;306
RZKDJZTUNB;UOPRKFPHOPRDMIVKENZRTXCHPQSMOGGQXYXLOC;VMIZQLCEJYDPHHPLVJAMYKWDUGRVNLSD;306
TSDBSEKHACOWGDSLZPURDXKNSBQBUPVMLMGQOUXQT;DBFYAGIPLERPOUFWPSIOVZDAJVRFMBK;IRUXXCXHGNPIHAWEEIQEOMZMLXKVLLD;306
VXCHTQUCLDMPSABSJANKYQNRGISH;XYDBHOIRIASZEIOYAINWOGTLJBNFAPGXUOFQHRJVTWPBASGJS;GILZFTHWNPZXEOFMYMLBBBMTIFZGCJYGMXMDGNTRHNSDVTRNRQGB;306
WBPPVUATRXELFIVKVQXWPPWPDAWTDXMGOPOLAADYONORLKALN;RSCNPZNWDN;MIODJLKIOJZCKSUJBFNKBIDRPKASUVOYLUECFMQVBSDGFYCUIJQCLMGQVQV;306
WQUWIIOKEBYOGRZIKXT;UWBJBGMREOIU;SGKVEXNBDYLYPQNMTWNE;306
XFLTGHTYBVWALUHOTL;QQEQOWQJMQIBBCIYMORJHVYANCAWXUCJWHQIXAW;TLIPLUYCZNZMEU;306
YTNJJROXYPVSXCQOXZJFAURTDQWDDXZITVPJKDULQRENSLL;QNRZJOORYAOXLPBTDONPOFREIXHMFGDHZZEQZIVQYFOH;MNEDOUFNXOZMRPVOALBKQPOWOTFWVFAMEVC;306
YZAGJEHPVKEFEFIRJTWMMZXOEQZIUYHUFQQEEWWPLZMAAXFUR;DTYBHTJLLQTFTGGNLI;BBWWBIGNWXJXTKWYHVKBLWWSSCWDPSBMXPOHUZFHBFMTZ;306
ZTQHBXSYPUIXSOALFJRJVOTTYISNRAOWZOGMRNOXPJ;CSNXWWHTEKNXDBFYCOWFBZ;HAJJUFZZKOSYTOXOLTNLMEBNSDTGSRHSMDNJMCFUYIBDVAAHJGMNVNZL;306
AKNEBDQKZEVUZBWSGGFVKDSQAYQKQRAWVKBXKUWUQYWNFYOCORFNYRMBVX;SNQUYMIXVRHPS;HJWXWKKXLGSWEFXAKLJGAHPZINTTZBMHMGJT;305
